============================================================================  ==================================================  ===================  ===================  ===================  ===================
File path                                                                     File name                                             File size (bytes)  last access          Last modified        Creation time
============================================================================  ==================================================  ===================  ===================  ===================  ===================
.\venv2\Lib\site-packages\pyfiglet\fonts                                      mnemonic.flf                                                      83167  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      modern__.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      morse.flf                                                          2496  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      moscow.flf                                                         4751  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      mshebrew210.flf                                                    2006  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      nancyj-fancy.flf                                                   8771  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      nancyj-underlined.flf                                              8308  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      nancyj.flf                                                         8284  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      new_asci.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      nfi1____.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      nipples.flf                                                        8422  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      notie_ca.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      npn_____.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      ntgreek.flf                                                        9392  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      null.flc                                                            585  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      nvscript.flf                                                      21669  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      o8.flf                                                             8320  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      octal.flf                                                          2354  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      odel_lak.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      ogre.flf                                                           5687  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:08
.\venv2\Lib\site-packages\pyfiglet\fonts                                      ok_beer_.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      os2.flf                                                            7542  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      outrun__.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      pacos_pe.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      panther_.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      pawn_ins.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      pawp.flf                                                           9131  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      peaks.flf                                                          8420  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      pebbles.flf                                                       10254  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      pepper.flf                                                         2592  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      phonix__.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      platoon2.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      platoon_.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      pod_____.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      poison.flf                                                        14765  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      puffy.flf                                                          7407  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      pyramid.flf                                                        6220  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      p_skateb.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      p_s_h_m_.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      r2-d2___.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      radical_.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rad_phan.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rad_____.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rainbow_.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rally_s2.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rally_sp.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rampage_.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rastan__.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      raw_recu.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rci_____.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rectangles.flf                                                     4921  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      relief.flf                                                         8647  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      relief2.flf                                                        8653  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rev.flf                                                           11919  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      ripper!_.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      road_rai.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rockbox_.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rok_____.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      roman.flf                                                         12948  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      roman___.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rot13.flc                                                           714  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rot13.flf                                                          1397  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rounded.flf                                                        6715  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rowancap.flf                                                       5488  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      rozzo.flf                                                          7664  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      runic.flf                                                          3009  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      runyc.flf                                                          3634  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      sans.flf                                                          19985  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      sansb.flf                                                         19661  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      sansbi.flf                                                        20720  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      sansi.flf                                                         20939  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      sblood.flf                                                         6732  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      sbook.flf                                                         21251  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      sbookb.flf                                                        24113  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      sbookbi.flf                                                       25070  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      sbooki.flf                                                        23716  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      script.flf                                                        15371  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      script__.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      serifcap.flf                                                       2769  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      shadow.flf                                                        13365  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      shimrod.flf                                                        4566  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      short.flf                                                          1533  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      skateord.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      skateroc.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      skate_ro.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      sketch_s.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      slant.flf                                                         15520  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      slide.flf                                                          5366  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      slscript.flf                                                       4775  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      small.flf                                                         12235  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      smisome1.flf                                                       5944  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      smkeyboard.flf                                                     5764  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      smscript.flf                                                      11274  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      smshadow.flf                                                      10832  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      smslant.flf                                                       12226  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      smtengwar.flf                                                      2092  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      sm______.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      space_op.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      spc_demo.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      speed.flf                                                         13007  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      stacey.flf                                                         5489  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      stampatello.flf                                                    9782  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      standard.flf                                                      28335  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      starwars.flf                                                       8165  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      star_war.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      stealth_.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      stellar.flf                                                        8422  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      stencil1.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      stencil2.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      stop.flf                                                           6786  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      straight.flf                                                       2679  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      street_s.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      subteran.flf                                                       8898  15/01/2020 15:25:05  15/01/2020 15:25:05  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      super_te.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      tanja.flf                                                          8023  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      tav1____.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      taxi____.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      tec1____.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      tecrvs__.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:09
.\venv2\Lib\site-packages\pyfiglet\fonts                                      tec_7000.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      tengwar.flf                                                       13136  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      term.flf                                                           9697  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      thick.flf                                                          4332  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      thin.flf                                                           4445  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      threepoint.flf                                                     1996  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      ticks.flf                                                          8993  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      ticksslant.flf                                                    12086  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      tiles.flf                                                          8420  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      times.flf                                                         22440  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      timesofl.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      tinker-toy.flf                                                     5600  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      ti_pan__.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      tomahawk.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      tombstone.flf                                                      3369  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      top_duck.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      trashman.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      trek.flf                                                           8336  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      triad_st.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      ts1_____.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      tsalagi.flf                                                        8215  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      tsm_____.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      tsn_base.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      tty.flf                                                           15093  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      ttyb.flf                                                          15385  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      tubular.flf                                                        8422  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      twin_cob.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      twopoint.flf                                                       1535  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      type_set.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      t__of_ap.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      ucf_fan_.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      ugalympi.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      unarmed_.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      univers.flf                                                       15484  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      upper.flc                                                           871  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      usaflag.flf                                                        6644  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      usa_pq__.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      usa_____.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      utopia.flf                                                        23050  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      utopiab.flf                                                       24606  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      utopiabi.flf                                                      25583  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      utopiai.flf                                                       23763  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      vortron_.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      war_of_w.flf                                                       8898  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      wavy.flf                                                           8449  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      weird.flf                                                          4713  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      whimsy.flf                                                         7566  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      xbrite.flf                                                        24973  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      xbriteb.flf                                                       24204  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      xbritebi.flf                                                      24752  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      xbritei.flf                                                       25989  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      xchartr.flf                                                       22547  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
.\venv2\Lib\site-packages\pyfiglet\fonts                                      xchartri.flf                                                      25174  15/01/2020 15:25:06  15/01/2020 15:25:06  15/01/2020 15:25:10
