=====  ==================================================================  ===================  =======  ========  ==============  ============  =============  ===========  ============================  ===============================================================================================================
  pid  name                                                                create_time            cores  status      memory_usage    read_bytes    write_bytes    n_threads  username                      path
=====  ==================================================================  ===================  =======  ========  ==============  ============  =============  ===========  ============================  ===============================================================================================================
10600  RuntimeBroker.exe                                                   2020-01-28 10:25:06       12  running          9957376       2666585            921           17  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\RuntimeBroker.exe
10640  svchost.exe                                                         2020-01-24 18:10:06       12  running          1036288     617589426          65536            4  NT AUTHORITY\SYSTEM           C:\Windows\System32\svchost.exe
10652  RuntimeBroker.exe                                                   2020-01-28 10:25:07       12  running          1814528      10173417            160            2  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\RuntimeBroker.exe
10736  dllhost.exe                                                         2020-01-24 18:10:13       12  running          1486848       3002368        2158592            4  NT AUTHORITY\SYSTEM           C:\Windows\System32\dllhost.exe
10740  ETDCtrlHelper.exe                                                   2020-01-27 22:26:27       12  running           520192          6344              0            1  NT AUTHORITY\SYSTEM           C:\Windows\System32\ETDCtrlHelper.exe
10808  taskhostw.exe                                                       2020-01-28 10:25:04       12  running          6291456       2256280       10806798            8  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\taskhostw.exe
10980  cmd.exe                                                             2020-01-28 12:21:46       12  running           540672       1558330              0            1  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\cmd.exe
11000  notepad.exe                                                         2020-01-28 13:13:06       12  running          1552384          2538              0            1  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\notepad.exe
11332  GoogleCrashHandler.exe                                              2020-01-24 18:10:09       12  running           507904         16548           8344            5  NT AUTHORITY\SYSTEM           C:\Program Files (x86)\Google\Update\1.3.35.422\GoogleCrashHandler.exe
11380  GoogleCrashHandler64.exe                                            2020-01-24 18:10:10       12  running           417792           916            560            3  NT AUTHORITY\SYSTEM           C:\Program Files (x86)\Google\Update\1.3.35.422\GoogleCrashHandler64.exe
11504  explorer.exe                                                        2020-01-28 10:25:04       12  running         82874368     209987808        7584498           97  LAPTOP-G1N7SMFF\yassi         C:\Windows\explorer.exe
11704  svchost.exe                                                         2020-01-24 18:10:28       12  running          4132864      12585044       38199526           11  NT AUTHORITY\NETWORK SERVICE  C:\Windows\System32\svchost.exe
11720  HPJumpStartLaunch.exe                                               2020-01-28 10:25:04       12  running           208896           102              0            1  LAPTOP-G1N7SMFF\yassi         C:\Program Files (x86)\HP\HP JumpStart Launch\HPJumpStartLaunch.exe
11816  ShellExperienceHost.exe                                             2020-01-28 13:55:33       12  running         12148736         43770              8           14  LAPTOP-G1N7SMFF\yassi         C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe
11948  svchost.exe                                                         2020-01-24 18:12:06       12  running          2179072       4455161         239104            8  NT AUTHORITY\SYSTEM           C:\Windows\System32\svchost.exe
12112  SgrmBroker.exe                                                      2020-01-24 18:12:06       12  running          3067904         79300              0            5  NT AUTHORITY\SYSTEM           C:\Windows\System32\SgrmBroker.exe
12140  svchost.exe                                                         2020-01-28 10:25:10       12  running          1003520         10031            712            5  NT AUTHORITY\SYSTEM           C:\Windows\System32\svchost.exe
12188  smartscreen.exe                                                     2020-01-28 11:20:19       12  running          8962048         17917         125362           15  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\smartscreen.exe
12224  Telegram.exe                                                        2020-01-28 12:30:36       12  running         39669760       9614829         207403           31  LAPTOP-G1N7SMFF\yassi         C:\Users\yassi\Desktop\Telegram.exe
12820  SkypeBridge.exe                                                     2020-01-28 10:25:15       12  running         29655040        212791          45433           13  LAPTOP-G1N7SMFF\yassi         C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.55.131.0_x64__kzf8qxf38zg5c\SkypeBridge\SkypeBridge.exe
13020  RuntimeBroker.exe                                                   2020-01-28 13:32:23       12  running          5804032        126418            160            6  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\RuntimeBroker.exe
13192  svchost.exe                                                         2020-01-24 18:10:28       12  running          1335296           252              0            4  NT AUTHORITY\SYSTEM           C:\Windows\System32\svchost.exe
13516  ETDCtrl.exe                                                         2020-01-28 10:25:03       12  running          3379200        161646              0           11  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\ETDCtrl.exe
13632  msdtc.exe                                                           2020-01-24 18:12:06       12  running           937984           116          98464           48  NT AUTHORITY\NETWORK SERVICE  C:\Windows\System32\msdtc.exe
13688  RuntimeBroker.exe                                                   2020-01-28 10:25:05       12  running          1142784        195705            160            3  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\RuntimeBroker.exe
13692  SkypeBackgroundHost.exe                                             2020-01-28 10:25:07       12  stopped           868352           512              0            2  LAPTOP-G1N7SMFF\yassi         C:\Program Files\WindowsApps\Microsoft.SkypeApp_14.55.131.0_x64__kzf8qxf38zg5c\SkypeBackgroundHost.exe
13800  hpqwmiex.exe                                                        2020-01-24 18:10:33       12  running          1835008          6474              0            4  NT AUTHORITY\SYSTEM           C:\Program Files (x86)\HP\Shared\hpqwmiex.exe
13856  CoolSense.exe                                                       2020-01-28 10:25:34       12  running           364544       1361237            112            2  LAPTOP-G1N7SMFF\yassi         C:\Program Files (x86)\HP\HP CoolSense\CoolSense.exe
14172  RuntimeBroker.exe                                                   2020-01-28 10:25:14       12  running          1773568         22140              0            2  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\RuntimeBroker.exe
14176  SettingSyncHost.exe                                                 2020-01-28 10:25:10       12  running           684032       4524849         883505            3  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\SettingSyncHost.exe
14416  svchost.exe                                                         2020-01-28 10:25:04       12  running          1110016             0              0            2  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\svchost.exe
14700  firefox.exe                                                         2020-01-28 11:07:49       12  running           438272         66264          48768            5  LAPTOP-G1N7SMFF\yassi         C:\Program Files\Mozilla Firefox\firefox.exe
15124  Configurator.exe                                                    2020-01-28 14:13:11       12  running         19517440       2485744         216588            4  LAPTOP-G1N7SMFF\yassi         D:\HS Leiden bestanden\Jaar 2\IPFIT5\RELY\dist\Configurator.exe
15276  javaw.exe                                                           2020-01-28 13:56:07       12  running          4554752       4313122             51           25  LAPTOP-G1N7SMFF\yassi         C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_162049390\javaw.exe
15388  mysqld.exe                                                          2020-01-25 19:02:07       12  running          3272704       5503426        2167459           32  NT AUTHORITY\SYSTEM           C:\wamp64\bin\mariadb\mariadb10.4.10\bin\mysqld.exe
15676  Configurator.exe                                                    2020-01-28 14:13:08       12  running           503808      22278802       23927565            3  LAPTOP-G1N7SMFF\yassi         D:\HS Leiden bestanden\Jaar 2\IPFIT5\RELY\dist\Configurator.exe
15808  audiodg.exe                                                         2020-01-28 10:38:57       12  running         12988416         77000              0           16  NT AUTHORITY\LOCAL SERVICE    C:\Windows\System32\audiodg.exe
15820  CompPkgSrv.exe                                                      2020-01-28 10:27:20       12  running          1048576          5406              0            1  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\CompPkgSrv.exe
15912  svchost.exe                                                         2020-01-28 10:25:10       12  running           135168          3705              0            4  NT AUTHORITY\LOCAL SERVICE    C:\Windows\System32\svchost.exe
15996  firefox.exe                                                         2020-01-28 10:27:20       12  running        163049472     654290400      824526808           30  LAPTOP-G1N7SMFF\yassi         C:\Program Files\Mozilla Firefox\firefox.exe
16004  svchost.exe                                                         2020-01-28 10:25:04       12  running          7495680        487525        2331952            8  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\svchost.exe
16080  httpd.exe                                                           2020-01-25 19:02:07       12  running          1163264        731286           4309           67  NT AUTHORITY\SYSTEM           C:\wamp64\bin\apache\apache2.4.41\bin\httpd.exe
16220  YourPhone.exe                                                       2020-01-28 10:25:13       12  stopped          8400896         98682           7557           16  LAPTOP-G1N7SMFF\yassi         C:\Program Files\WindowsApps\Microsoft.YourPhone_1.19122.138.0_x64__8wekyb3d8bbwe\YourPhone.exe
16312  winpty-agent.exe                                                    2020-01-28 12:21:46       12  running          2732032       1183766         151218            1  LAPTOP-G1N7SMFF\yassi         C:\Program Files\JetBrains\PyCharm Community Edition 2019.3\lib\pty4j-native\win\x86_64\winpty-agent.exe
16560  HPMSGSVC.exe                                                        2020-01-28 10:25:19       12  running          1236992       5306355           1998            3  LAPTOP-G1N7SMFF\yassi         C:\Program Files (x86)\HP\HP System Event\HPMSGSVC.exe
16932  firefox.exe                                                         2020-01-28 11:33:48       12  running        232148992      53866000        9921632           44  LAPTOP-G1N7SMFF\yassi         C:\Program Files\Mozilla Firefox\firefox.exe
16936  javaw.exe                                                           2020-01-28 13:56:07       12  running          5668864       4435204             51           25  LAPTOP-G1N7SMFF\yassi         C:\Program Files (x86)\Common Files\Oracle\Java\javapath_target_162049390\javaw.exe
17000  igfxEM.exe                                                          2020-01-28 10:25:04       12  running          7335936      46848518         325568            8  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\DriverStore\FileRepository\cui_dch.inf_amd64_92cf9d9d84f1d3db\igfxEM.exe
17056  svchost.exe                                                         2020-01-28 14:10:14       12  running          3465216       2714824            999            3  NT AUTHORITY\SYSTEM           C:\Windows\System32\svchost.exe
17232  HPAudioSwitch.exe                                                   2020-01-28 10:26:04       12  running         18702336        835183           2345            9  LAPTOP-G1N7SMFF\yassi         C:\Program Files (x86)\HP\HPAudioSwitch\HPAudioSwitch.exe
17436  SearchUI.exe                                                        2020-01-28 10:25:06       12  stopped        139841536      30314838       11224513           49  LAPTOP-G1N7SMFF\yassi         C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe
17708  notepad.exe                                                         2020-01-28 14:07:18       12  running          3076096          2538              0            3  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\notepad.exe
17788  RtlS5Wake.exe                                                       2020-01-28 10:25:18       12  running          2379776         11213              0            3  LAPTOP-G1N7SMFF\yassi         C:\Program Files (x86)\Realtek\PCIE Wireless LAN\RtlS5Wake\RtlS5Wake.exe
17848  MicrosoftEdgeCP.exe                                                 2020-01-28 11:20:29       12  stopped           245760             0              0           16  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\MicrosoftEdgeCP.exe
17924  firefox.exe                                                         2020-01-28 11:13:55       12  running        133713920     133902376       33719740           35  LAPTOP-G1N7SMFF\yassi         C:\Program Files\Mozilla Firefox\firefox.exe
18044  ETDTouch.exe                                                        2020-01-28 10:25:04       12  running            86016             0              0            2  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\ETDTouch.exe
18168  MicrosoftEdgeSH.exe                                                 2020-01-28 11:20:29       12  stopped            73728          8666              0            9  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\MicrosoftEdgeSH.exe
18688  conhost.exe                                                         2020-01-28 12:21:46       12  running          4726784            60              0            3  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\conhost.exe
18960  notepad.exe                                                         2020-01-28 11:58:38       12  running           724992          2538              0            1  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\notepad.exe
19084  firefox.exe                                                         2020-01-28 12:07:21       12  running         40050688      40194280        6509364           31  LAPTOP-G1N7SMFF\yassi         C:\Program Files\Mozilla Firefox\firefox.exe
19180  HPWMISVC.exe                                                        2020-01-28 13:34:26       12  running          1515520          5808           9042            4  NT AUTHORITY\SYSTEM           C:\Program Files (x86)\HP\HP System Event\HPWMISVC.exe
19472  WindowsInternal.ComposableShell.Experiences.TextInput.InputApp.exe  2020-01-28 10:30:25       12  running          7991296         47105              8           10  LAPTOP-G1N7SMFF\yassi         C:\Windows\SystemApps\InputApp_cw5n1h2txyewy\WindowsInternal.ComposableShell.Experiences.TextInput.InputApp.exe
19492  StartMenuExperienceHost.exe                                         2020-01-28 10:25:05       12  running         43585536        925674              8          408  LAPTOP-G1N7SMFF\yassi         C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe
19592  RAVBg64.exe                                                         2020-01-28 10:25:34       12  running          1036288             0              0            7  LAPTOP-G1N7SMFF\yassi         C:\Program Files\Realtek\Audio\HDA\RAVBg64.exe
19732  RuntimeBroker.exe                                                   2020-01-28 10:25:14       12  running           761856          4533              0            2  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\RuntimeBroker.exe
20208  conhost.exe                                                         2020-01-28 14:13:09       12  running         11210752            60              0            7  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\conhost.exe
20296  NVDisplay.Container.exe                                             2020-01-27 22:26:24       12  running         14217216       1646021           7635           26  NT AUTHORITY\SYSTEM           C:\Program Files\NVIDIA Corporation\Display.NvContainer\NVDisplay.Container.exe
20676  RuntimeBroker.exe                                                   2020-01-28 10:25:30       12  running          2019328          8838              0            6  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\RuntimeBroker.exe
20892  svchost.exe                                                         2020-01-28 10:27:04       12  running          2236416             0              0            2  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\svchost.exe
20952  dllhost.exe                                                         2020-01-28 12:52:35       12  running          3375104       9280983        1822720            6  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\dllhost.exe
21096  firefox.exe                                                         2020-01-28 11:28:55       12  running         89882624      17785452        6721180           35  LAPTOP-G1N7SMFF\yassi         C:\Program Files\Mozilla Firefox\firefox.exe
21120  svchost.exe                                                         2020-01-28 10:25:04       12  running          8392704    2058375991       74157923           13  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\svchost.exe
21136  RuntimeBroker.exe                                                   2020-01-28 10:25:41       12  running           532480        217931              0            3  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\RuntimeBroker.exe
21268  conhost.exe                                                         2020-01-28 10:25:38       12  running             8192          7203              0            2  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\conhost.exe
21372  svchost.exe                                                         2020-01-28 10:25:04       12  running          2322432        148005              0            8  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\svchost.exe
21460  pycharm64.exe                                                       2020-01-28 10:25:32       12  running       1206243328     617102560     3696625916           66  LAPTOP-G1N7SMFF\yassi         C:\Program Files\JetBrains\PyCharm Community Edition 2019.3\bin\pycharm64.exe
21512  unsecapp.exe                                                        2020-01-28 10:25:19       12  running           974848             0              0            3  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\wbem\unsecapp.exe
21548  WinStore.App.exe                                                    2020-01-28 10:25:29       12  stopped           188416         11841              8           12  LAPTOP-G1N7SMFF\yassi         C:\Program Files\WindowsApps\Microsoft.WindowsStore_12001.1001.1.0_x64__8wekyb3d8bbwe\WinStore.App.exe
21556  firefox.exe                                                         2020-01-28 10:27:20       12  running        133173248      56937609       15824040           38  LAPTOP-G1N7SMFF\yassi         C:\Program Files\Mozilla Firefox\firefox.exe
21620  HelpPane.exe                                                        2020-01-28 11:20:19       12  running          1712128           512              0            4  LAPTOP-G1N7SMFF\yassi         C:\Windows\HelpPane.exe
21804  firefox.exe                                                         2020-01-28 10:27:20       12  running        121090048      24404377       21974340           44  LAPTOP-G1N7SMFF\yassi         C:\Program Files\Mozilla Firefox\firefox.exe
22116  SystemSettings.exe                                                  2020-01-28 10:25:57       12  stopped            20480         10431             81           23  LAPTOP-G1N7SMFF\yassi         C:\Windows\ImmersiveControlPanel\SystemSettings.exe
22140  RtkNGUI64.exe                                                       2020-01-28 10:27:04       12  running           425984          5664              0            6  LAPTOP-G1N7SMFF\yassi         C:\Program Files\Realtek\Audio\HDA\RtkNGUI64.exe
22276  SecurityHealthSystray.exe                                           2020-01-28 10:25:17       12  running           376832             0              0            1  LAPTOP-G1N7SMFF\yassi         C:\Windows\System32\SecurityHealthSystray.exe
22472  firefox.exe                                                         2020-01-28 10:27:19       12  running        198295552    1863598984     1674348267           77  LAPTOP-G1N7SMFF\yassi         C:\Program Files\Mozilla Firefox\firefox.exe
=====  ==================================================================  ===================  =======  ========  ==============  ============  =============  ===========  ============================  ===============================================================================================================
